carat,cut,color,clarity,depth,table,price,x,y,z
0.31,Premium,H,VS1,62.4,58.0,698,4.34,4.28,2.69
0.9,Premium,F,VS2,62.7,54.0,4229,6.13,6.11,3.84
0.57,Very Good,J,IF,59.8,59.0,1592,5.39,5.41,3.23
0.4,Very Good,J,VS2,60.9,62.0,596,4.73,4.76,2.89
1.01,Good,E,VS2,65.6,55.0,5829,6.16,6.22,4.06
0.71,Very Good,I,VS2,61.4,56.0,2219,5.73,5.79,3.53
0.23,Premium,E,VS1,61.8,60.0,400,3.91,3.95,2.43
0.32,Premium,J,VS2,61.9,59.0,393,4.35,4.38,2.7
0.96,Fair,J,SI1,67.3,56.0,2517,6.06,6.01,4.06
0.23,Very Good,E,VVS1,61.9,58.0,472,3.94,3.98,2.45
0.7,Very Good,G,SI1,63.3,57.0,2088,5.58,5.63,3.55
0.35,Very Good,E,VS2,60.2,60.0,669,4.54,4.57,2.74
0.9,Very Good,E,SI1,62.6,61.0,4315,6.06,6.11,3.81
0.34,Very Good,D,SI1,63.1,57.0,803,4.46,4.44,2.81
0.24,Good,E,VVS2,65.0,58.0,492,3.85,3.9,2.52
0.77,Ideal,H,VS1,61.4,55.0,3074,5.89,5.93,3.63
0.34,Ideal,H,VVS1,61.8,57.0,775,4.44,4.46,2.75
0.3,Ideal,F,VVS2,61.8,57.0,694,4.28,4.33,2.66
1.0,Very Good,F,VS1,60.1,63.0,6910,6.42,6.45,3.87
0.3,Ideal,D,VS2,61.1,56.0,710,4.32,4.36,2.65
2.53,Ideal,J,SI2,61.5,53.0,15993,8.78,8.74,5.39
0.31,Good,E,SI1,63.4,55.0,544,4.32,4.33,2.74
0.24,Ideal,G,VVS1,62.2,56.0,559,4.0,4.04,2.5
0.9,Premium,D,SI2,59.8,61.0,3780,6.21,6.17,3.7
0.27,Very Good,F,VVS2,62.5,59.0,544,4.11,4.15,2.58
0.42,Ideal,D,VS1,61.1,57.0,1235,4.84,4.81,2.95
0.3,Ideal,G,IF,62.1,53.0,863,4.3,4.33,2.68
0.45,Premium,F,VS2,61.4,60.0,945,4.93,4.87,3.01
1.2,Very Good,H,SI1,63.3,57.0,5114,6.75,6.7,4.26
1.0,Fair,H,SI1,55.2,64.0,3830,6.69,6.64,3.68
1.37,Premium,F,SI2,62.8,57.0,6181,7.12,7.08,4.46
1.31,Ideal,G,VS1,62.2,56.0,10071,7.05,7.01,4.37
2.06,Very Good,G,SI2,59.0,58.0,15938,8.3,8.38,4.92
0.56,Ideal,D,VS2,62.2,56.0,1963,5.24,5.28,3.27
0.56,Ideal,E,VS2,61.9,55.0,1819,5.29,5.34,3.29
0.37,Ideal,H,IF,61.7,53.0,936,4.66,4.68,2.88
0.35,Ideal,I,VS1,61.6,56.0,709,4.58,4.54,2.81
0.76,Ideal,D,VS2,61.2,57.0,3384,5.91,5.89,3.61
1.5,Good,J,VS2,63.6,58.0,7177,7.2,7.23,4.59
0.53,Very Good,E,SI2,63.0,57.0,1174,5.13,5.16,3.24
0.37,Ideal,G,IF,60.5,56.0,926,4.66,4.7,2.83
1.02,Fair,H,SI1,56.9,58.0,4935,6.64,6.75,3.81
1.25,Ideal,F,VS1,62.0,55.0,9761,6.95,6.91,4.3
0.47,Ideal,G,IF,62.1,54.0,1814,4.99,5.02,3.11
0.7,Ideal,H,SI2,61.6,56.0,2202,5.69,5.71,3.51
1.56,Ideal,G,VS2,62.2,54.0,12800,0.0,0.0,0.0
1.01,Very Good,F,SI2,62.3,59.0,4384,6.31,6.37,3.95
0.83,Ideal,F,SI1,62.0,55.0,3774,6.03,6.07,3.75
1.2,Very Good,J,VS2,62.5,57.0,4590,6.72,6.79,4.22
0.77,Premium,E,VS2,60.5,59.0,3234,5.98,5.92,3.6
0.42,Good,D,SI2,60.7,61.0,617,4.78,4.84,2.92
1.39,Good,F,SI2,63.8,55.0,7096,7.08,7.05,4.51
0.35,Ideal,G,IF,61.8,55.0,1044,4.54,4.56,2.81
0.6,Premium,G,SI1,61.8,60.0,1646,5.38,5.37,3.32
0.31,Ideal,G,VS1,62.3,54.0,586,4.31,4.33,2.69
1.04,Premium,I,SI2,62.0,57.0,3774,6.53,6.47,4.03
0.32,Ideal,D,SI1,62.8,56.0,756,4.42,4.37,2.76
0.5,Very Good,E,SI1,62.6,56.0,1222,5.06,5.07,3.17
0.73,Ideal,E,SI1,61.5,56.0,3453,5.79,5.82,3.57
0.36,Ideal,D,SI1,62.7,57.0,663,4.54,4.59,2.86
1.26,Ideal,F,VS2,61.2,57.0,9999,6.96,6.99,4.27
2.28,Ideal,J,VS2,62.7,57.0,16450,8.43,8.36,5.26
0.34,Good,H,VS1,63.1,57.0,596,4.4,4.44,2.79
0.53,Ideal,G,SI1,62.0,60.0,1255,5.18,5.2,3.22
0.33,Very Good,D,SI2,60.7,56.0,492,4.43,4.46,2.7
2.02,Good,F,SI2,61.9,61.0,15261,8.06,8.02,4.98
0.51,Ideal,E,VS1,62.8,57.0,2075,5.1,5.07,3.2
0.42,Premium,D,SI1,61.5,58.0,970,4.83,4.8,2.96
1.0,Ideal,E,SI2,62.9,56.0,3450,6.32,6.3,3.97
0.31,Ideal,G,VS1,61.0,56.0,642,4.35,4.4,2.67
0.3,Very Good,I,VS1,58.8,61.0,473,4.38,4.43,2.59
1.0,Fair,E,VS2,57.3,64.0,6285,6.59,6.46,3.79
0.41,Very Good,E,SI2,63.3,56.0,818,4.73,4.69,2.98
0.92,Ideal,E,SI2,62.1,53.0,4011,6.22,6.25,3.87
0.42,Ideal,H,VVS1,61.3,56.0,1625,4.83,4.86,2.97
0.31,Ideal,E,VS2,61.5,56.0,872,4.37,4.34,2.68
0.51,Ideal,G,VVS2,61.2,55.0,1875,5.15,5.18,3.16
0.54,Premium,E,SI1,60.2,58.0,1361,5.27,5.3,3.18
0.58,Ideal,F,VS1,61.9,54.0,1865,5.37,5.33,3.31
1.51,Very Good,H,SI1,59.9,55.0,9218,7.44,7.52,4.48
1.5,Premium,J,SI2,61.0,60.0,6048,7.34,7.3,4.46
1.5,Very Good,G,VS1,60.2,58.0,13596,7.38,7.41,4.45
1.07,Ideal,F,SI2,60.7,56.9,5027,6.62,6.65,4.02
0.3,Premium,E,SI2,61.7,61.0,540,4.33,4.29,2.66
2.38,Premium,H,VS1,60.9,59.0,18522,8.62,8.59,5.24
0.36,Ideal,G,VS1,61.6,56.0,726,4.56,4.59,2.82
0.7,Good,G,VS2,63.1,58.0,2282,5.66,5.69,3.58
0.77,Premium,J,VS2,62.3,58.0,1792,5.86,5.8,3.63
0.8,Ideal,F,VVS2,61.6,57.0,4140,5.97,5.94,3.67
1.51,Premium,G,VS2,59.6,57.0,12696,7.52,7.49,4.47
0.36,Good,D,SI1,63.1,55.0,663,4.54,4.59,2.88
0.33,Ideal,H,VVS2,60.9,57.0,854,4.52,4.48,2.74
0.4,Ideal,D,VS1,62.2,57.0,1043,4.71,4.74,2.94
0.5,Premium,G,VS1,60.9,59.0,1583,5.14,5.11,3.12
0.9,Very Good,E,SI1,63.2,57.0,3830,6.15,6.12,3.88
0.5,Premium,F,VVS2,62.3,58.0,2052,5.06,5.11,3.17
0.31,Ideal,I,VVS1,61.4,54.0,732,4.41,4.38,2.7
1.0,Premium,G,VS1,60.6,59.0,6115,6.48,6.42,3.91
0.85,Very Good,D,VS2,61.8,56.0,4211,6.06,6.08,3.75
0.4,Premium,G,VS1,62.2,55.0,1080,4.83,4.69,2.96
1.06,Very Good,E,SI1,59.8,56.0,6169,6.63,6.67,3.98
0.33,Premium,I,VS2,61.0,61.0,594,4.46,4.43,2.71
0.35,Ideal,E,VVS1,62.2,56.0,1116,4.53,4.51,2.81
0.37,Premium,F,VS2,61.0,58.0,957,4.63,4.61,2.82
1.79,Premium,G,VS2,61.2,58.0,17358,7.9,7.82,4.81
1.5,Fair,I,SI1,56.7,63.0,7912,7.52,7.57,4.28
0.31,Premium,G,SI2,60.3,59.0,408,4.35,4.37,2.63
0.7,Ideal,F,VVS1,62.7,54.0,4021,5.66,5.7,3.56
1.02,Good,G,VS2,63.6,57.0,5816,6.38,6.41,4.07
0.52,Very Good,D,SI1,63.3,58.0,1605,5.15,5.12,3.25
0.5,Good,D,SI1,64.1,56.0,1235,5.03,4.98,3.21
0.31,Very Good,H,VVS2,61.9,58.0,625,4.33,4.36,2.69
1.16,Ideal,I,SI2,62.4,55.0,3800,6.76,6.69,4.2
0.62,Ideal,G,IF,61.8,56.0,2869,5.43,5.47,3.37
1.01,Fair,E,VS2,64.8,59.0,4972,6.34,6.26,4.08
2.02,Premium,I,SI1,61.4,58.0,14240,8.14,8.07,4.98
0.72,Premium,H,VS2,61.7,56.0,2316,5.77,5.73,3.55
0.5,Ideal,D,VS2,60.7,57.0,1854,5.12,5.22,3.14
0.35,Premium,G,VVS2,62.4,56.0,1024,4.53,4.47,2.81
1.52,Very Good,H,SI2,63.1,55.0,7600,7.36,7.28,4.62
2.01,Premium,H,SI2,61.8,62.0,11646,8.05,7.97,4.95
0.74,Good,E,VS2,63.9,54.0,3163,5.77,5.81,3.7
1.18,Premium,H,SI1,61.8,58.0,5801,6.79,6.74,4.18
0.26,Very Good,H,VVS2,62.4,58.0,468,4.04,4.07,2.53
0.4,Ideal,H,VS1,61.2,55.0,792,4.75,4.79,2.92
0.34,Premium,D,VS2,60.4,60.0,805,4.51,4.56,2.74
1.15,Ideal,D,SI2,61.7,57.0,5891,6.72,6.76,4.16
0.71,Ideal,E,SI1,61.7,56.0,2704,5.72,5.69,3.52
0.52,Ideal,I,SI1,61.8,56.0,1075,5.15,5.18,3.19
0.4,Premium,G,SI1,62.8,60.0,900,4.7,4.66,2.94
0.51,Premium,D,VS2,60.1,59.0,1977,5.19,5.16,3.11
1.7,Very Good,G,VS2,61.9,55.0,18107,7.64,7.68,4.74
1.02,Very Good,E,VS2,60.0,59.0,6915,6.54,6.59,3.94
1.04,Premium,D,VS1,60.8,58.0,7041,6.53,6.5,3.96
1.0,Fair,E,SI1,57.6,57.0,5027,6.56,6.52,3.77
0.52,Very Good,F,SI1,61.0,59.0,1326,5.18,5.21,3.17
0.6,Premium,F,VS1,59.4,58.0,2142,5.52,5.45,3.26
2.24,Ideal,J,VS2,61.8,54.0,15316,8.41,8.36,5.18
1.5,Premium,E,SI2,60.7,55.0,10080,7.44,7.39,4.5
0.72,Ideal,H,VVS2,61.6,56.0,3334,5.75,5.77,3.55
1.23,Ideal,E,VVS2,59.9,57.0,13034,6.95,7.03,4.19
0.41,Ideal,F,VS2,61.8,57.0,1107,4.79,4.75,2.95
0.77,Very Good,J,SI2,61.3,58.0,2001,5.84,5.91,3.6
1.2,Very Good,H,VS1,60.2,57.0,8039,6.88,6.95,4.16
0.51,Ideal,G,VS2,62.8,55.0,1443,5.1,5.06,3.19
0.61,Very Good,G,VVS2,62.3,59.0,2351,5.4,5.45,3.38
1.12,Premium,H,SI2,62.4,58.0,4250,6.63,6.58,4.12
1.01,Premium,D,VS2,59.2,56.0,6108,6.48,6.43,3.82
1.3,Premium,J,VVS2,62.9,60.0,6405,6.91,6.86,4.33
1.12,Very Good,I,VS2,63.9,52.0,4914,6.58,6.65,4.23
2.01,Premium,F,SI2,59.5,59.0,15841,8.24,8.15,4.88
1.01,Good,I,SI2,62.6,59.0,3823,6.34,6.43,4.0
0.43,Ideal,D,VS1,61.6,56.0,1264,4.86,4.85,2.99
0.3,Premium,I,SI1,61.6,59.0,506,4.34,4.29,2.66
2.04,Very Good,H,SI1,62.5,61.0,17952,8.04,8.08,5.04
0.71,Very Good,E,VS2,63.4,61.0,2450,5.6,5.57,3.54
0.34,Good,F,IF,59.0,61.0,917,4.59,4.63,2.72
0.54,Ideal,G,VS2,60.7,56.0,1637,5.29,5.25,3.2
1.05,Very Good,E,SI2,62.9,57.0,4398,6.47,6.51,4.08
0.3,Very Good,H,IF,62.3,56.0,691,4.3,4.33,2.68
0.86,Ideal,E,SI1,60.6,56.0,4228,6.16,6.18,3.74
0.75,Premium,E,SI2,63.0,58.0,2372,5.78,5.71,3.62
1.01,Premium,D,SI2,58.3,59.0,4672,6.67,6.63,3.88
0.3,Very Good,D,VS2,62.5,57.0,670,4.26,4.28,2.67
0.97,Ideal,H,SI2,60.7,55.0,3729,6.47,6.41,3.91
0.33,Ideal,E,VS2,62.6,57.0,723,4.37,4.42,2.75
0.41,Ideal,G,VS1,61.9,57.0,899,4.76,4.81,2.96
1.21,Ideal,I,SI1,62.4,55.0,5124,6.78,6.81,4.24
0.52,Good,D,SI2,63.7,55.0,1293,5.11,5.1,3.25
1.01,Premium,F,SI2,60.0,59.0,4497,6.61,6.48,3.93
1.0,Very Good,D,SI1,63.1,56.0,5645,6.34,6.3,3.99
0.37,Good,H,VS2,63.7,55.0,749,4.56,4.54,2.9
1.13,Very Good,F,VS1,61.6,58.0,7092,6.61,6.68,4.09
0.9,Premium,H,I1,62.8,61.0,1939,6.09,6.07,3.82
0.4,Ideal,F,VVS2,61.7,55.0,1088,4.74,4.76,2.93
0.34,Ideal,H,VVS2,62.2,55.0,686,4.48,4.49,2.79
0.52,Good,G,SI2,63.1,56.0,1049,5.08,5.12,3.22
1.61,Ideal,F,SI1,62.6,58.0,12085,7.44,7.48,4.67
0.37,Premium,G,VS2,61.2,60.0,833,4.63,4.58,2.82
0.9,Ideal,F,VS2,62.3,57.0,5160,6.18,6.21,3.86
0.3,Ideal,H,SI1,62.1,56.0,450,4.29,4.31,2.67
0.93,Very Good,D,SI2,62.6,57.0,4214,6.2,6.26,3.9
0.31,Very Good,G,SI1,58.8,62.0,462,4.39,4.42,2.59
0.9,Very Good,D,SI1,63.5,57.0,4304,6.15,6.11,3.89
1.11,Ideal,I,VS1,63.0,56.0,5152,6.61,6.57,4.15
0.5,Good,H,VS2,56.3,65.0,1239,5.21,5.24,2.94
1.16,Premium,I,SI2,62.1,58.0,4326,6.78,6.71,4.19
0.54,Premium,G,VS2,62.0,58.0,1637,5.21,5.18,3.22
2.01,Very Good,E,SI2,58.9,60.0,17024,8.2,8.24,4.84
0.51,Ideal,E,SI1,62.7,55.0,1546,5.1,5.07,3.19
1.23,Premium,J,VVS2,61.2,57.0,5768,6.92,6.86,4.22
0.33,Very Good,F,VVS2,61.6,57.0,801,4.44,4.46,2.74
1.04,Very Good,F,VVS2,62.5,58.0,8785,6.37,6.46,4.01
0.61,Premium,F,SI2,60.9,58.0,1303,5.44,5.52,3.34
0.53,Ideal,F,VS2,61.5,55.0,1753,5.27,5.2,3.22
0.3,Ideal,E,VVS2,61.7,55.0,789,4.28,4.31,2.65
0.9,Premium,G,VS2,61.3,59.0,4194,6.21,6.15,3.79
0.94,Good,D,SI1,63.6,56.0,4790,6.25,6.2,3.96
1.03,Very Good,D,SI1,61.2,54.0,5948,6.53,6.61,4.02
1.0,Premium,H,VVS2,60.3,59.0,6037,6.46,6.41,3.88
0.52,Very Good,D,VVS2,59.8,55.0,2426,5.28,5.35,3.18
0.44,Ideal,D,VVS1,60.6,56.0,2290,4.95,4.99,3.01
1.14,Ideal,G,VS2,61.9,56.0,7199,6.69,6.71,4.14
0.83,Ideal,G,SI1,62.1,57.0,3044,6.03,5.95,3.72
0.32,Premium,D,SI1,60.4,58.0,589,4.44,4.47,2.69
0.33,Good,I,VS1,63.2,57.0,521,4.37,4.4,2.77
0.54,Ideal,G,VVS2,61.5,54.0,2090,5.26,5.24,3.23
1.35,Premium,I,SI2,59.8,59.0,5715,7.26,7.2,4.32
1.63,Ideal,G,VS1,61.5,57.0,16241,7.58,7.6,4.67
0.72,Premium,F,SI2,61.1,59.0,1806,5.83,5.79,3.55
0.46,Premium,G,VS1,62.8,57.0,1087,4.92,4.83,3.06
0.51,Ideal,E,VVS1,61.3,56.0,3226,5.21,5.13,3.17
1.07,Very Good,F,VS1,62.0,58.0,7118,6.57,6.59,4.08
1.52,Very Good,E,SI2,63.3,58.0,10214,7.31,7.25,4.61
0.38,Premium,G,VS1,60.6,58.0,833,4.64,4.67,2.82
0.28,Ideal,G,VS2,62.2,54.0,497,4.21,4.24,2.63
0.32,Very Good,G,VVS1,61.9,58.0,842,4.36,4.39,2.71
1.5,Very Good,G,VVS1,63.1,62.0,14361,7.25,7.23,4.57
0.71,Very Good,E,SI2,63.3,57.0,2225,5.65,5.69,3.59
0.4,Ideal,E,SI1,60.5,57.0,945,4.81,4.77,2.9
0.75,Ideal,E,VS2,60.2,57.0,3192,5.93,5.9,3.56
1.2,Good,H,SI1,63.6,57.0,5975,6.79,6.74,4.3
0.4,Good,F,SI1,63.6,59.0,869,4.67,4.64,2.96
1.34,Premium,E,VS2,58.2,60.0,8480,7.26,7.21,4.21
0.91,Premium,F,SI2,62.5,56.0,3822,6.21,6.15,3.86
1.04,Premium,I,SI1,61.8,60.0,4290,6.47,6.51,4.01
0.7,Ideal,H,SI1,61.0,56.0,2487,5.74,5.76,3.51
0.41,Good,J,VS2,64.3,55.0,606,4.66,4.7,3.01
0.9,Very Good,F,SI1,61.7,60.0,3854,6.19,6.22,3.83
0.3,Premium,E,IF,61.0,59.0,1026,4.29,4.33,2.63
0.72,Ideal,D,SI2,60.5,57.0,3176,5.82,5.89,3.54
0.3,Ideal,F,IF,60.7,56.0,1131,4.35,4.38,2.65
0.28,Ideal,F,IF,62.4,55.0,646,4.17,4.2,2.61
0.38,Ideal,F,VS1,62.1,55.0,1131,4.66,4.63,2.89
0.34,Ideal,F,VS2,62.2,55.0,641,4.47,4.5,2.79
0.58,Ideal,E,VVS2,60.9,56.0,2808,5.41,5.43,3.3
1.6,Very Good,D,SI2,60.6,58.0,10646,7.55,7.61,4.59
0.23,Ideal,F,VS2,61.9,55.0,498,3.94,3.97,2.45
0.32,Good,E,SI1,63.5,56.0,524,4.34,4.38,2.77
1.01,Very Good,F,VS2,62.3,59.0,6770,6.37,6.41,3.98
0.41,Ideal,D,SI1,62.3,55.0,1015,4.79,4.77,2.98
1.0,Very Good,D,IF,63.3,59.0,16073,6.37,6.33,4.02
0.3,Ideal,D,VS2,61.7,55.0,911,4.36,4.33,2.68
0.5,Very Good,H,VS1,62.5,59.0,1429,5.01,5.04,3.14
1.0,Premium,G,VVS2,62.8,59.0,7840,6.43,6.38,4.02
1.51,Premium,D,VS1,63.0,52.0,17936,7.37,7.3,4.62
0.75,Ideal,J,VS2,62.3,57.0,2025,5.84,5.81,3.63
0.31,Ideal,F,IF,61.1,54.0,921,4.39,4.42,2.69
1.11,Premium,G,VS2,59.0,59.0,6713,6.79,6.76,4.0
0.75,Fair,D,SI2,64.6,57.0,2848,5.74,5.72,3.7
0.3,Ideal,E,VS2,62.0,55.0,658,4.3,4.35,2.68
1.32,Very Good,F,IF,62.4,58.0,14842,6.97,7.01,4.36
0.78,Very Good,D,VS1,63.2,58.0,3800,5.87,5.81,3.69
0.41,Ideal,D,VVS2,62.3,55.0,1356,4.77,4.76,2.97
0.77,Very Good,G,VS2,62.8,59.0,3124,5.81,5.84,3.66
0.33,Ideal,E,VS2,60.8,57.0,723,4.45,4.47,2.71
1.27,Very Good,H,SI1,63.2,56.0,6162,6.92,6.88,4.36
1.01,Very Good,F,SI1,60.8,59.0,4869,6.49,6.53,3.96
0.95,Very Good,E,SI2,58.7,63.0,3590,6.37,6.43,3.76
2.02,Premium,J,VS2,61.1,58.0,12832,8.04,8.1,4.93
1.05,Ideal,F,VVS2,61.5,57.0,9138,6.51,6.57,4.02
0.31,Very Good,H,VVS1,63.3,56.0,907,4.32,4.3,2.73
0.31,Ideal,D,VS2,61.6,55.0,734,4.36,4.37,2.69
0.36,Good,H,SI1,63.6,57.0,665,4.53,4.49,2.87
1.7,Premium,H,VVS2,61.4,58.0,10337,7.66,7.62,4.69
1.01,Very Good,E,SI1,63.1,57.0,5973,6.4,6.37,4.03
0.31,Ideal,G,VS2,62.4,54.0,698,4.39,4.36,2.73
1.01,Very Good,G,VS1,63.1,57.0,6936,6.32,6.39,4.01
0.71,Ideal,H,IF,61.2,56.0,4007,5.76,5.86,3.54
0.7,Premium,G,VS1,61.4,59.0,2512,5.59,5.74,3.51
0.55,Ideal,D,VS2,62.3,55.0,1928,5.24,5.29,3.28
1.5,Premium,G,SI1,62.9,56.0,9954,7.34,7.22,4.58
0.3,Premium,E,VVS1,61.3,59.0,895,4.28,4.33,2.64
1.01,Very Good,F,SI2,62.7,59.0,4416,6.35,6.4,4.0
0.7,Premium,G,SI1,59.0,62.0,2352,5.77,5.75,3.4
0.6,Premium,H,I1,60.1,60.0,806,5.51,5.44,3.29
1.01,Premium,H,SI1,60.6,61.0,4320,6.39,6.35,3.86
1.31,Good,I,VS2,62.5,56.0,7236,7.03,6.98,4.38
0.77,Ideal,F,VS1,61.2,56.0,3647,5.9,5.93,3.62
0.3,Good,H,VS1,63.4,53.0,526,4.25,4.3,2.71
1.51,Ideal,J,VS2,61.1,57.0,8033,7.36,7.3,4.48
0.8,Very Good,G,SI1,59.4,60.0,2723,6.03,6.06,3.59
0.33,Very Good,E,VS2,62.8,56.0,723,4.41,4.45,2.78
0.9,Premium,G,VS2,60.0,59.0,4424,6.3,6.23,3.76
1.0,Ideal,F,SI1,60.0,57.0,4939,6.45,6.41,3.86
1.03,Ideal,F,VS1,62.3,57.0,8133,6.45,6.52,4.04
1.33,Ideal,J,VS1,62.5,58.0,6449,6.99,7.03,4.38
0.7,Very Good,D,SI1,61.1,61.0,2724,5.67,5.76,3.49
1.07,Ideal,E,SI2,61.4,57.0,5393,6.62,6.57,4.05
0.71,Ideal,G,SI2,61.1,56.0,2264,5.75,5.77,3.52
0.23,Very Good,F,VVS1,61.8,57.0,583,3.94,3.96,2.44
0.52,Ideal,E,VS2,60.5,56.0,1897,5.27,5.21,3.17
0.3,Ideal,G,VVS1,62.3,55.0,1013,4.31,4.29,2.68
2.01,Ideal,H,SI1,59.3,58.0,17403,8.25,8.19,4.87
1.05,Very Good,G,VS1,62.3,56.0,7010,6.45,6.51,4.04
1.28,Ideal,G,VVS2,61.2,54.0,10839,7.03,7.06,4.31
0.31,Ideal,H,IF,60.0,57.0,816,4.39,4.41,2.64
0.7,Very Good,D,SI1,58.2,60.0,2681,5.75,5.79,3.36
0.7,Very Good,F,VS2,62.3,58.0,2812,5.64,5.72,3.54
1.7,Ideal,I,VS2,61.7,56.0,11257,7.64,7.72,4.74
0.84,Ideal,G,SI1,62.4,57.0,3279,6.06,6.03,3.77
0.55,Ideal,H,SI1,61.5,54.0,1134,5.3,5.33,3.27
0.92,Ideal,I,SI1,62.1,55.0,3610,6.24,6.29,3.89
0.31,Ideal,D,SI1,62.3,55.0,541,4.33,4.34,2.7
2.0,Premium,G,SI2,61.8,58.0,16262,8.05,7.99,4.96
2.01,Good,H,SI2,62.2,57.0,14956,8.05,8.1,5.03
0.51,Ideal,G,VVS2,61.8,56.0,1875,5.1,5.16,3.17
1.01,Very Good,F,VS2,63.5,58.0,5650,6.35,6.32,4.02
0.91,Ideal,G,SI1,62.6,56.0,3991,6.27,6.3,3.81
1.21,Premium,G,SI2,60.9,59.0,4472,6.87,6.82,4.17
0.34,Premium,I,SI1,60.4,56.0,589,4.56,4.54,2.75
0.71,Good,F,SI1,57.9,53.0,2300,5.84,5.8,3.37
0.82,Premium,F,VS1,62.1,56.0,3513,6.02,5.97,3.72
0.81,Ideal,G,SI1,62.2,57.0,3192,5.97,6.02,3.73
0.52,Ideal,D,VS2,61.8,57.0,1822,5.16,5.2,3.2
1.1,Ideal,F,VS1,61.5,55.0,8796,6.69,6.64,4.1
0.32,Premium,H,VS1,61.7,58.0,720,4.44,4.38,2.72
0.51,Ideal,D,VVS2,62.0,55.0,2145,5.13,5.16,3.19
0.43,Premium,H,I1,62.0,59.0,452,4.78,4.83,2.98
0.72,Very Good,G,VS1,60.6,56.0,2970,5.84,5.87,3.55
0.38,Ideal,H,VS1,62.4,53.0,754,4.67,4.69,2.92
1.07,Very Good,H,SI2,62.8,57.0,4413,6.5,6.58,4.11
0.43,Very Good,I,VVS1,63.0,56.0,905,4.83,4.86,3.05
0.3,Good,H,VVS2,63.6,56.0,605,4.26,4.29,2.72
0.71,Very Good,H,VS1,62.6,58.0,2423,5.72,5.75,3.59
0.54,Ideal,E,SI1,61.6,57.0,1410,5.23,5.26,3.23
1.37,Very Good,G,SI2,62.8,57.0,6609,7.06,7.12,4.45
0.47,Ideal,G,VVS1,61.3,56.0,1441,5.03,5.05,3.09
0.54,Premium,J,VS2,62.6,58.0,1042,5.16,5.22,3.25
0.31,Ideal,F,VS1,61.5,54.0,642,4.36,4.39,2.69
0.42,Ideal,G,VVS2,62.4,55.0,1031,4.79,4.82,3.0
1.08,Ideal,G,VS2,62.5,56.0,6530,6.57,6.54,4.1
2.12,Ideal,I,SI1,62.2,57.0,12284,8.21,8.14,5.08
1.52,Very Good,G,VS2,61.9,56.0,13161,7.28,7.39,4.54
0.82,Ideal,D,VS2,61.9,56.0,4628,5.98,6.03,3.72
0.71,Very Good,G,VS1,62.0,53.0,3425,5.72,5.76,3.56
0.46,Very Good,I,VS2,62.3,57.0,918,4.87,4.92,3.05
2.19,Premium,E,SI2,62.4,61.0,18232,8.31,8.23,5.16
0.57,Ideal,I,VS2,61.9,57.0,1410,5.3,5.33,3.29
0.93,Premium,G,SI1,61.0,59.0,4062,6.34,6.28,3.85
0.53,Ideal,G,SI1,62.1,53.0,1166,5.22,5.27,3.26
0.3,Ideal,F,VVS2,62.5,56.0,694,4.28,4.33,2.69
1.08,Ideal,G,SI1,61.4,56.0,4771,6.62,6.6,4.06
0.37,Ideal,H,IF,61.4,55.0,936,4.63,4.66,2.85
1.53,Very Good,I,VS2,62.8,59.0,9802,7.27,7.31,4.58
0.34,Ideal,G,IF,61.5,55.0,974,4.51,4.53,2.78
0.31,Very Good,G,SI1,61.8,55.0,490,4.35,4.38,2.69
1.01,Fair,F,VS2,66.1,61.0,4791,6.1,6.04,4.01
1.02,Ideal,H,SI2,61.0,58.0,4360,6.5,6.54,3.98
0.4,Good,D,SI2,64.0,56.0,775,4.7,4.64,2.99
1.67,Premium,I,VS2,61.9,56.0,10736,7.64,7.6,4.72
0.31,Ideal,D,VS2,62.1,54.0,942,4.41,4.35,2.72
0.32,Premium,E,VVS2,61.1,58.0,842,4.42,4.45,2.71
0.4,Ideal,F,VS2,61.9,55.0,975,4.77,4.73,2.94
0.32,Premium,E,SI1,62.3,58.0,561,4.37,4.4,2.73
0.46,Very Good,F,SI2,62.6,58.0,815,4.88,4.96,3.08
0.7,Premium,F,SI1,62.1,58.0,2504,5.64,5.7,3.52
0.5,Ideal,E,SI1,62.3,56.0,1410,5.06,5.12,3.17
0.34,Ideal,H,VS2,61.8,55.0,517,4.49,4.51,2.78
0.72,Ideal,G,SI2,62.6,52.0,2295,5.74,5.77,3.6
0.54,Ideal,H,VVS2,61.8,56.0,1696,5.25,5.27,3.25
0.39,Ideal,G,VS2,61.5,57.0,745,4.69,4.74,2.9
0.65,Ideal,J,SI1,61.4,55.0,1276,5.58,5.62,3.44
0.23,Premium,E,VVS2,61.8,58.0,680,3.94,3.92,2.43
0.27,Ideal,E,VVS2,62.1,57.0,622,4.13,4.15,2.57
0.57,Ideal,F,SI1,61.6,56.0,1397,5.36,5.33,3.29
0.91,Ideal,G,SI1,61.8,57.0,4049,6.16,6.2,3.82
0.33,Ideal,D,SI2,62.0,57.0,492,4.45,4.46,2.76
2.0,Very Good,E,SI2,62.9,56.0,16064,7.94,8.0,5.01
0.7,Very Good,E,VS1,60.7,57.0,3358,5.72,5.75,3.48
0.32,Ideal,I,VS1,62.3,56.0,471,4.37,4.4,2.73
1.11,Ideal,H,SI1,62.5,56.0,5395,6.65,6.63,4.15
1.5,Ideal,H,VS1,61.3,55.0,10080,7.37,7.34,4.51
