carat,cut,color,clarity,depth,table,price,x,y,z
1.25,Ideal,I,VS2,60.0,57.0,4795,7.07,7.02,4.23
0.7,Ideal,D,SI1,61.4,57.0,2699,5.68,5.72,3.5
0.9,Fair,I,VVS2,67.0,56.0,3074,5.91,5.83,3.93
0.3,Ideal,G,IF,60.7,57.0,863,4.34,4.39,2.65
1.2,Ideal,G,SI1,61.2,56.0,6502,6.92,6.84,4.21
1.57,Premium,J,SI2,59.6,56.0,6031,7.59,7.5,4.5
0.58,Ideal,H,SI1,61.6,57.0,1184,5.34,5.38,3.3
0.38,Ideal,G,VVS2,61.0,56.0,943,4.67,4.71,2.86
0.72,Premium,E,VS2,61.1,59.0,2903,5.8,5.75,3.53
1.13,Ideal,D,SI1,61.8,56.0,5829,6.68,6.74,4.15
0.9,Good,H,VS1,64.0,59.0,3669,6.05,6.01,3.86
0.32,Ideal,G,VS1,62.1,55.0,645,4.38,4.41,2.73
0.32,Ideal,J,IF,62.2,56.0,533,4.37,4.41,2.73
0.9,Very Good,G,VS2,58.5,59.0,4484,6.35,6.36,3.72
0.33,Ideal,H,SI1,60.6,56.0,564,4.46,4.49,2.72
0.31,Very Good,I,VS1,63.5,57.0,628,4.28,4.26,2.71
0.77,Ideal,G,VS1,62.4,54.0,3121,5.93,5.89,3.69
1.62,Very Good,I,VS2,62.0,60.0,9683,7.5,7.57,4.67
1.01,Very Good,F,VS2,62.8,59.0,6416,6.33,6.41,4.0
0.7,Very Good,G,SI2,58.2,63.0,1966,5.82,5.79,3.38
0.26,Ideal,E,VVS2,61.3,57.0,733,4.12,4.15,2.53
0.32,Ideal,G,VS1,62.0,56.0,828,4.41,4.37,2.72
0.34,Premium,I,VVS1,62.4,59.0,626,4.4,4.44,2.76
1.16,Ideal,D,SI2,62.5,56.0,5615,6.7,6.8,4.23
0.9,Very Good,H,VS2,62.7,59.0,4173,6.11,6.17,3.85
0.51,Ideal,D,VS2,62.3,57.0,1882,5.12,5.09,3.18
0.42,Ideal,E,SI1,62.3,57.0,992,4.8,4.76,2.98
1.0,Premium,H,VS1,59.1,60.0,4732,6.45,6.42,3.8
0.5,Very Good,F,SI1,61.0,60.0,1197,5.08,5.11,3.11
0.3,Premium,H,VVS2,61.5,58.0,776,4.3,4.28,2.64
0.31,Premium,G,IF,61.4,59.0,988,4.39,4.34,2.68
1.0,Good,E,SI1,63.8,55.0,4474,6.34,6.31,4.03
0.9,Fair,H,VS2,64.7,58.0,3697,5.98,6.01,3.88
1.21,Ideal,H,SI1,61.8,55.0,6727,6.82,6.86,4.23
1.0,Ideal,I,SI2,58.8,55.0,3629,6.53,6.46,3.82
1.52,Premium,J,SI1,60.4,59.0,5618,7.44,7.39,4.48
1.25,Ideal,E,SI2,62.3,57.0,6670,6.83,6.88,4.27
0.38,Ideal,I,VVS2,62.0,55.0,721,4.64,4.69,2.89
0.92,Good,D,SI2,63.9,55.0,3916,6.14,6.09,3.91
0.24,Premium,E,VVS1,60.7,58.0,553,4.01,4.03,2.44
0.56,Premium,F,I1,62.6,60.0,953,5.3,5.15,3.27
0.92,Very Good,F,SI1,62.2,55.0,4621,6.19,6.26,3.87
0.35,Good,E,VS1,59.4,55.0,851,4.6,4.62,2.74
1.0,Very Good,G,VVS2,59.8,59.0,7584,6.47,6.51,3.88
0.41,Very Good,G,VS2,61.4,57.0,800,4.76,4.81,2.94
0.55,Ideal,G,VVS2,60.8,56.9,2064,5.27,5.31,3.22
0.43,Premium,H,VS2,61.9,55.0,1016,4.95,4.8,3.02
0.35,Very Good,H,SI1,63.3,54.0,647,4.53,4.51,2.86
0.43,Premium,F,VS2,61.1,57.0,968,4.9,4.86,2.98
0.31,Ideal,E,VVS2,61.3,55.0,864,4.34,4.37,2.67
1.54,Premium,G,VS1,61.9,59.0,13733,7.37,7.34,4.55
1.0,Premium,F,SI2,60.2,58.0,3584,6.47,6.42,3.88
0.41,Ideal,F,VS1,62.1,56.0,1007,4.74,4.76,2.95
0.5,Very Good,E,VS2,62.8,57.0,1624,5.04,5.12,3.19
0.51,Ideal,G,VVS2,60.1,56.0,1813,5.22,5.24,3.14
1.51,Ideal,J,VS1,61.8,59.0,8678,7.36,7.39,4.56
1.12,Ideal,G,VVS2,61.5,57.0,10305,6.65,6.67,4.1
0.3,Premium,G,VS1,61.4,60.0,605,4.3,4.33,2.65
2.01,Very Good,D,SI2,58.3,63.0,12639,8.28,8.25,4.82
0.56,Ideal,G,SI1,61.3,54.0,1417,5.34,5.37,3.28
0.72,Ideal,F,VVS2,62.3,57.0,3740,5.72,5.74,3.57
0.43,Ideal,D,VS1,61.6,56.0,1264,4.86,4.85,2.99
0.3,Very Good,G,VVS2,63.2,57.0,878,4.28,4.23,2.69
1.1,Premium,I,SI2,59.7,62.0,3604,6.8,6.64,4.01
0.4,Ideal,G,VS2,62.3,54.0,792,4.73,4.77,2.96
2.08,Premium,I,SI2,62.3,58.0,14947,8.18,8.13,5.08
0.3,Ideal,F,VVS2,61.8,57.0,694,4.28,4.33,2.66
0.76,Ideal,D,VS1,62.0,56.0,4243,5.84,5.87,3.63
0.43,Very Good,F,VS1,62.2,61.0,1056,4.75,4.83,2.98
0.71,Premium,H,SI1,62.3,61.0,2049,5.65,5.61,3.51
0.7,Fair,G,SI1,64.8,59.0,2016,5.65,5.56,3.63
0.32,Premium,F,SI1,62.7,57.0,684,4.4,4.37,2.75
1.7,Ideal,F,VS2,61.3,54.0,17662,7.72,7.67,4.72
1.04,Very Good,I,SI1,63.2,54.0,4193,6.49,6.42,4.08
1.01,Very Good,J,SI1,62.9,56.0,3749,6.35,6.4,4.01
0.51,Ideal,E,VS2,62.8,56.0,1733,5.14,5.11,3.22
1.05,Ideal,I,SI1,62.6,56.0,4466,6.45,6.53,4.06
1.7,Ideal,J,SI1,60.9,57.0,8758,7.73,7.66,4.69
1.01,Good,D,SI1,63.8,58.0,5543,6.38,6.34,4.06
1.33,Premium,G,VS1,60.2,60.0,9992,7.2,7.12,4.31
0.7,Good,H,VS2,63.9,59.0,2351,5.64,5.6,3.59
0.33,Premium,G,VVS2,61.0,58.0,965,4.48,4.44,2.72
1.79,Premium,J,VS2,62.5,60.0,10581,7.76,7.69,4.83
1.03,Very Good,H,SI2,62.8,59.0,4964,6.41,6.46,4.04
0.7,Very Good,E,IF,63.4,58.0,3622,5.64,5.59,3.56
0.52,Premium,G,SI2,58.4,62.0,1076,5.33,5.28,3.1
0.51,Very Good,D,VS1,58.8,60.0,1616,5.18,5.26,3.07
0.52,Ideal,G,VVS2,62.1,56.0,1911,5.14,5.17,3.2
0.43,Good,D,SI1,63.4,55.0,774,4.78,4.84,3.05
0.38,Very Good,F,VS2,62.8,57.0,800,4.58,4.62,2.89
0.7,Fair,F,SI1,66.0,56.0,2121,5.59,5.56,3.68
0.82,Premium,J,SI1,61.2,58.0,2283,6.04,5.99,3.68
0.6,Ideal,D,SI1,61.7,56.0,2263,5.39,5.44,3.34
1.0,Premium,D,SI2,62.0,60.0,3634,6.38,6.3,3.93
1.72,Premium,G,VVS2,61.8,60.0,18730,7.65,7.68,4.74
1.12,Good,G,IF,59.6,56.0,8973,6.8,6.85,4.07
0.41,Ideal,D,SI1,62.3,55.0,1015,4.79,4.77,2.98
0.71,Very Good,E,VVS2,60.3,52.0,3760,5.8,5.87,3.52
0.4,Premium,E,SI1,61.7,60.0,882,4.72,4.68,2.9
0.61,Very Good,E,VS1,59.6,63.0,2025,5.44,5.57,3.28
0.3,Ideal,F,IF,62.0,56.0,947,4.3,4.34,2.68
1.17,Ideal,G,VS2,62.2,57.0,6321,6.75,6.72,4.19
0.3,Ideal,G,IF,62.8,57.0,956,4.3,4.27,2.69
1.51,Ideal,G,VS2,59.8,57.0,13214,7.48,7.53,4.48
0.32,Premium,J,VS1,61.7,58.0,421,4.38,4.4,2.71
0.71,Very Good,J,VS2,62.3,57.0,1930,5.65,5.69,3.53
0.28,Good,E,IF,64.6,58.0,612,4.09,4.12,2.65
1.5,Ideal,E,SI1,62.0,55.0,11385,7.32,7.4,4.56
0.3,Ideal,F,SI1,62.9,57.0,641,4.27,4.25,2.68
1.01,Good,H,SI1,60.3,64.0,4242,6.49,6.52,3.92
0.5,Premium,I,SI1,61.7,58.0,965,5.09,5.15,3.16
1.15,Premium,H,SI2,61.6,60.0,4830,6.75,6.72,4.15
0.41,Ideal,E,VVS2,62.3,56.0,1243,4.78,4.75,2.97
0.34,Ideal,D,I1,62.5,57.0,530,4.49,4.47,2.8
0.42,Very Good,F,SI1,63.3,56.0,926,4.79,4.75,3.02
0.4,Ideal,J,VS1,61.5,58.0,633,4.73,4.76,2.92
0.3,Very Good,E,VVS2,59.7,57.0,622,4.37,4.43,2.62
0.24,Ideal,F,IF,61.0,57.0,678,4.04,4.07,2.47
2.01,Good,H,SI1,60.9,65.0,15618,8.22,8.18,4.99
0.9,Very Good,I,SI1,62.3,56.0,3308,6.12,6.18,3.83
0.38,Ideal,E,VS1,61.6,56.0,1000,4.62,4.66,2.86
0.32,Premium,H,VS1,60.2,58.0,561,4.43,4.47,2.68
0.9,Very Good,F,SI1,63.2,56.0,4158,6.16,6.09,3.87
1.03,Ideal,F,VS2,62.4,56.0,6751,6.48,6.43,4.03
0.33,Ideal,G,VS1,62.1,55.0,666,4.43,4.46,2.76
1.05,Premium,G,SI2,60.7,61.0,3599,6.56,6.52,3.97
0.7,Premium,G,SI1,61.4,60.0,2394,5.69,5.74,3.51
1.02,Very Good,E,SI1,60.6,59.0,5424,6.47,6.49,3.93
0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66
0.7,Ideal,J,VS1,62.2,56.0,1782,5.67,5.71,3.54
0.65,Ideal,J,SI1,61.4,55.0,1276,5.58,5.62,3.44
1.01,Premium,D,SI1,58.1,61.0,5147,6.66,6.59,3.85
1.65,Premium,G,I1,62.0,59.0,6788,7.53,7.57,4.68
1.5,Premium,G,SI1,60.0,61.0,9954,7.48,7.43,4.47
0.75,Very Good,F,SI2,58.6,60.0,2111,5.99,6.03,3.52
1.0,Premium,F,VVS2,59.9,60.0,8602,6.5,6.46,3.88
0.3,Ideal,G,VVS1,62.3,54.0,764,4.32,4.35,2.7
0.96,Good,F,VS2,63.7,54.0,3871,6.24,6.19,3.96
1.01,Good,G,SI2,62.8,57.0,3852,6.3,6.34,3.97
1.5,Premium,F,VS2,61.1,59.0,11255,7.37,7.35,4.5
1.2,Premium,G,SI1,62.7,58.0,6451,6.71,6.66,4.19
0.3,Premium,F,VS2,61.4,55.0,673,4.37,4.32,2.67
0.7,Very Good,F,VVS1,59.3,62.0,3270,5.74,5.77,3.41
0.35,Ideal,H,VS1,61.8,57.0,646,4.53,4.56,2.81
0.41,Ideal,F,VS1,60.6,57.0,1007,4.79,4.84,2.92
1.02,Premium,F,VS2,62.4,59.0,6773,6.45,6.4,4.01
0.9,Good,D,SI1,63.8,58.0,4120,6.13,6.09,3.9
0.33,Ideal,H,SI2,61.2,54.0,448,4.45,4.5,2.74
1.25,Ideal,D,VS2,62.6,56.0,9933,6.84,6.87,4.29
0.72,Premium,E,SI2,62.6,59.0,2376,5.74,5.7,3.58
1.52,Good,H,VS1,63.5,60.0,11804,7.24,7.28,4.61
0.56,Ideal,F,VS2,60.8,57.0,1619,5.35,5.42,3.28
0.31,Very Good,E,SI1,61.2,58.0,507,4.34,4.38,2.67
1.51,Very Good,G,SI1,59.6,60.0,10576,7.42,7.45,4.43
0.34,Premium,H,VS2,61.7,60.0,537,4.47,4.51,2.77
0.8,Ideal,I,VS1,61.9,54.1,2986,5.92,5.98,3.69
1.01,Good,G,VS2,64.0,59.0,6109,6.27,6.33,4.03
1.01,Very Good,F,VS2,59.9,61.0,5988,6.46,6.5,3.88
2.21,Ideal,G,SI2,60.1,60.0,15948,8.47,8.53,5.11
0.42,Ideal,G,VS2,61.9,57.0,1048,4.83,4.79,2.98
0.38,Ideal,E,VS2,61.9,57.0,751,4.61,4.66,2.87
1.05,Ideal,G,VVS1,60.7,55.0,8946,6.6,6.65,4.02
1.33,Ideal,H,SI1,62.7,56.0,7088,6.99,7.04,4.4
1.2,Very Good,F,VS1,62.6,59.0,8983,6.64,6.71,4.18
1.14,Very Good,I,SI1,63.5,56.0,4788,6.62,6.58,4.19
0.43,Premium,I,IF,61.2,58.0,1129,4.88,4.83,2.97
0.31,Ideal,E,VVS2,60.9,55.0,864,4.42,4.45,2.7
0.44,Ideal,G,SI2,61.1,55.0,694,4.93,4.95,3.02
0.6,Very Good,G,VS1,61.6,56.0,1912,5.4,5.44,3.34
0.38,Very Good,D,SI1,61.3,57.0,701,4.67,4.7,2.87
0.77,Very Good,D,VS2,61.2,59.0,3489,5.86,5.91,3.6
0.5,Fair,F,VS1,62.9,68.0,1348,5.02,4.96,3.14
0.72,Ideal,D,SI2,61.2,57.0,2328,5.76,5.8,3.54
0.24,Very Good,H,IF,61.3,56.0,449,4.04,4.06,2.48
0.64,Premium,D,SI1,62.3,58.0,2074,5.53,5.49,3.43
1.02,Very Good,F,VS1,63.6,60.0,7682,6.25,6.33,4.0
0.36,Ideal,D,VS1,61.7,55.0,1094,4.58,4.62,2.84
0.96,Very Good,D,SI1,59.9,58.0,5548,6.4,6.46,3.85
0.32,Ideal,E,VS2,62.1,54.0,702,4.4,4.42,2.74
0.45,Ideal,I,VS2,61.7,59.0,1013,4.96,4.91,3.04
1.06,Ideal,I,SI1,61.8,55.0,5697,6.54,6.57,4.04
1.2,Premium,E,SI1,60.3,57.0,7362,6.98,6.84,4.17
1.51,Very Good,E,SI1,63.1,58.0,11565,7.28,7.23,4.58
2.32,Good,J,SI1,60.3,61.0,13654,8.56,8.52,5.15
0.53,Ideal,F,VVS1,60.9,57.0,2830,5.23,5.29,3.19
0.79,Premium,E,VS1,62.6,56.0,3583,5.92,5.87,3.69
1.7,Premium,F,VS2,62.5,61.0,13737,7.54,7.45,4.69
0.5,Ideal,E,SI1,59.1,61.0,1331,5.16,5.19,3.06
0.75,Ideal,G,VS2,61.6,55.0,3073,5.86,5.89,3.62
1.52,Premium,D,SI2,60.2,60.0,8897,7.46,7.4,4.47
1.7,Premium,E,SI1,61.8,58.0,15804,7.62,7.52,4.68
0.76,Premium,E,VS2,60.3,60.0,3107,5.97,5.94,3.59
0.63,Premium,D,VS1,59.2,61.0,2554,5.6,5.55,3.3
0.57,Ideal,F,SI2,61.0,56.0,1397,5.37,5.32,3.26
0.31,Premium,G,VVS1,59.8,62.0,977,4.41,4.35,2.62
0.53,Ideal,F,VVS2,62.1,56.0,2290,5.22,5.15,3.22
2.11,Very Good,G,I1,63.2,57.0,7834,8.13,8.07,5.12
1.52,Premium,J,VS1,61.2,59.0,8216,7.36,7.39,4.51
0.73,Ideal,I,VS1,61.6,55.0,2596,5.77,5.79,3.56
1.02,Premium,G,SI1,63.0,55.0,4718,6.45,6.4,4.05
1.4,Premium,H,VS2,62.9,55.0,8847,7.15,7.06,4.47
0.72,Ideal,H,SI1,62.3,54.0,2354,5.78,5.75,3.59
0.34,Premium,D,SI1,62.8,58.0,803,4.48,4.44,2.8
0.29,Ideal,G,VVS1,62.8,54.0,607,4.21,4.24,2.65
0.5,Very Good,E,VS2,61.2,63.0,1623,5.14,5.09,3.13
0.42,Good,G,VVS1,63.6,55.0,1235,4.78,4.75,3.03
0.7,Premium,H,VS1,61.8,62.0,2375,5.69,5.63,3.5
0.41,Very Good,F,VVS1,62.7,59.0,1186,4.75,4.78,2.99
1.7,Ideal,F,SI1,59.7,57.0,10853,7.73,7.65,4.59
0.34,Ideal,F,VVS1,62.0,56.0,967,4.45,4.49,2.77
0.37,Ideal,G,VS2,61.5,56.0,649,4.59,4.64,2.84
0.53,Ideal,H,VS2,62.4,56.0,1412,5.18,5.17,3.23
0.52,Premium,G,VS1,62.4,60.0,1815,5.12,5.11,3.19
0.42,Ideal,D,SI1,62.1,54.0,761,4.84,4.86,3.01
1.31,Ideal,I,VS1,61.8,55.0,8611,7.03,7.05,4.35
1.18,Very Good,G,SI2,62.4,56.0,5562,6.8,6.83,4.25
0.3,Ideal,H,VVS2,61.3,56.0,605,4.33,4.35,2.66
2.1,Very Good,J,SI2,59.1,58.0,12381,8.4,8.46,4.98
0.5,Premium,G,VVS2,60.7,57.0,1935,5.14,5.1,3.11
1.22,Ideal,I,SI2,61.3,57.0,5226,6.91,6.85,4.22
0.52,Premium,D,VS2,61.2,58.0,1919,5.2,5.16,3.17
1.01,Premium,F,SI1,61.8,59.0,4989,6.41,6.34,3.94
0.41,Very Good,G,SI1,60.4,58.0,735,4.77,4.84,2.9
0.32,Ideal,G,SI1,62.3,57.0,508,4.38,4.41,2.74
0.74,Fair,E,SI2,66.7,62.0,2617,5.49,5.43,3.64
0.92,Premium,G,VS2,61.6,62.0,4287,6.3,6.24,3.86
0.41,Ideal,E,VVS1,61.9,58.0,1442,4.77,4.8,2.96
0.3,Premium,H,SI1,62.9,56.0,540,4.31,4.28,2.7
1.21,Premium,G,VS2,60.3,60.0,8294,6.89,6.83,4.14
0.3,Ideal,E,VS2,61.6,56.0,844,4.3,4.27,2.64
0.32,Ideal,J,VVS1,62.3,54.0,494,4.41,4.43,2.75
1.24,Good,G,SI2,63.7,60.0,4861,6.77,6.7,4.3
0.7,Ideal,I,VS1,61.5,56.0,2924,5.71,5.75,3.52
0.55,Ideal,D,VVS2,61.1,57.0,2644,5.32,5.29,3.24
1.01,Fair,D,VS2,65.6,61.0,6176,6.21,6.16,4.06
0.3,Very Good,H,SI1,63.4,58.0,540,4.29,4.26,2.71
0.32,Ideal,G,VS2,61.4,57.0,561,4.39,4.4,2.7
0.59,Ideal,I,SI1,61.7,55.0,1352,5.41,5.39,3.33
0.25,Ideal,I,VVS1,61.9,55.0,421,4.07,4.1,2.53
0.33,Very Good,H,VS2,58.8,62.0,486,4.49,4.53,2.65
1.02,Ideal,H,VS2,62.0,57.0,5426,6.43,6.4,3.98
1.02,Ideal,F,SI2,61.3,56.0,4855,6.5,6.48,3.98
1.03,Premium,J,SI2,62.0,58.0,3378,6.47,6.52,4.03
1.5,Premium,D,VS2,60.2,59.0,15052,7.48,7.36,4.47
1.25,Ideal,G,SI2,61.6,57.0,5355,6.98,6.91,4.28
0.3,Ideal,D,VS2,62.5,54.0,710,4.29,4.32,2.69
1.63,Very Good,G,SI2,62.5,57.0,9556,7.54,7.57,4.72
1.2,Ideal,I,I1,61.9,56.0,3570,6.85,6.82,4.23
0.72,Premium,D,SI2,60.3,58.0,2484,5.81,5.76,3.49
1.5,Ideal,D,SI1,60.3,57.0,12206,7.37,7.4,4.45
0.23,Very Good,G,VVS2,62.8,55.0,431,3.93,3.95,2.47
0.46,Ideal,E,VVS1,62.6,57.0,1586,4.89,4.98,3.09
0.31,Very Good,G,VVS2,60.0,62.0,707,4.4,4.44,2.65
0.3,Ideal,G,VS1,61.7,57.0,776,4.32,4.3,2.66
1.22,Ideal,F,VVS1,61.5,58.0,12906,6.85,6.9,4.23
0.75,Very Good,D,VVS2,59.4,59.0,4656,5.88,5.94,3.51
0.39,Ideal,E,VS1,62.2,53.3,1004,4.68,4.7,2.92
0.5,Premium,E,VS2,62.7,59.0,1559,5.02,5.06,3.16
0.54,Ideal,G,VVS1,61.8,55.0,2123,5.24,5.27,3.25
1.17,Ideal,F,SI1,61.1,56.0,6828,6.77,6.82,4.15
0.32,Ideal,E,VVS1,61.5,56.0,1140,4.43,4.45,2.73
0.5,Ideal,H,VS1,61.6,58.0,1384,5.08,5.11,3.14
0.77,Fair,J,VS1,61.2,66.0,2005,5.92,5.83,3.6
0.52,Ideal,F,IF,61.5,57.0,2749,5.15,5.19,3.18
0.54,Very Good,F,SI1,63.0,57.0,1255,5.18,5.23,3.28
1.11,Ideal,J,SI1,62.4,57.0,4497,6.57,6.6,4.11
1.09,Premium,I,SI1,61.6,61.0,3968,6.64,6.57,4.07
0.53,Ideal,I,SI2,61.8,55.0,844,5.22,5.26,3.24
1.01,Good,F,SI1,62.4,59.0,5378,6.29,6.33,3.94
0.52,Ideal,E,SI2,62.9,56.0,1290,5.12,5.08,3.21
0.7,Ideal,H,VS2,61.2,56.0,3145,5.72,5.75,3.51
1.66,Very Good,I,SI1,63.0,57.0,8901,7.45,7.5,4.71
0.27,Very Good,F,VS2,61.8,57.0,518,4.14,4.18,2.57
0.7,Ideal,E,VS1,60.5,56.0,3419,5.78,5.83,3.51
0.4,Premium,F,VVS2,60.7,58.0,1163,4.75,4.7,2.87
1.03,Very Good,F,SI2,62.4,59.0,4503,6.38,6.45,4.0
2.0,Ideal,J,VS2,62.3,55.0,13263,8.03,8.06,5.01
0.42,Ideal,G,VVS1,61.2,57.0,1179,4.78,4.82,2.94
0.55,Ideal,E,SI1,62.1,55.0,1668,5.26,5.21,3.25
0.71,Very Good,H,SI2,63.2,58.0,2259,5.63,5.67,3.57
0.32,Ideal,E,VS2,61.1,56.0,846,4.46,4.48,2.73
0.47,Good,D,SI1,63.8,59.0,987,4.9,4.88,3.12
0.74,Ideal,F,SI1,61.2,56.0,2889,5.83,5.87,3.58
0.55,Ideal,E,SI1,60.7,57.0,1551,5.27,5.3,3.21
1.8,Ideal,F,SI1,61.8,57.0,16364,7.79,7.83,4.83
0.31,Premium,E,VVS2,61.3,60.0,816,4.33,4.35,2.66
0.91,Very Good,E,SI2,60.5,59.0,3986,6.26,6.34,3.81
1.06,Premium,H,SI1,61.0,60.0,5461,6.59,6.56,4.01
0.41,Ideal,F,VVS2,61.7,57.0,1115,4.73,4.8,2.94
1.04,Premium,G,SI1,60.9,59.0,5017,6.57,6.53,3.99
0.91,Good,F,SI2,63.9,56.0,3058,6.11,6.06,3.89
1.44,Premium,E,I1,61.1,62.0,5161,7.23,7.15,4.39
0.42,Ideal,F,SI2,62.1,56.0,663,4.8,4.83,2.99
1.74,Ideal,I,SI2,61.6,57.0,8896,7.67,7.74,4.75
1.0,Very Good,D,VS2,61.2,60.0,6937,6.4,6.42,3.92
0.55,Ideal,F,VS2,61.7,57.0,1692,5.24,5.29,3.25
1.51,Very Good,H,SI2,60.8,56.0,8372,7.41,7.46,4.52
0.51,Ideal,G,VS1,61.3,55.7,1595,5.15,5.18,3.16
0.7,Fair,H,VVS2,64.5,65.0,2717,5.52,5.45,3.54
0.51,Ideal,E,SI2,61.0,56.0,1205,5.2,5.16,3.16
0.32,Premium,G,SI1,59.6,60.0,477,4.43,4.46,2.65
0.41,Ideal,I,VVS1,61.0,56.0,875,4.79,4.82,2.93
0.41,Good,F,SI1,63.7,58.0,904,4.74,4.71,3.01
0.7,Very Good,G,SI1,63.5,61.0,2184,5.64,5.61,3.57
0.41,Very Good,I,VVS1,63.5,58.0,845,4.7,4.75,3.0
1.12,Ideal,G,SI2,62.4,56.0,4798,6.67,6.63,4.15
0.39,Premium,E,VS2,62.5,60.0,951,4.67,4.64,2.91
0.5,Ideal,E,VS2,62.2,55.0,1624,5.07,5.09,3.16
1.12,Ideal,G,VS1,61.1,56.0,8080,6.7,6.73,4.1
1.51,Ideal,H,VS2,64.2,59.0,10959,7.22,7.16,4.62
0.43,Very Good,E,VS1,61.3,56.0,890,4.85,4.88,2.98
2.6,Fair,G,SI2,64.6,57.0,17027,8.6,8.55,5.54
0.53,Ideal,F,SI1,62.4,57.0,1363,5.21,5.18,3.24
1.24,Ideal,I,SI2,61.8,58.0,5866,6.85,6.9,4.25
1.73,Premium,H,SI1,62.0,59.0,12058,7.68,7.59,4.73
1.02,Very Good,F,SI2,63.0,58.0,4162,6.38,6.44,4.04
1.06,Ideal,J,SI2,61.3,57.0,3932,6.55,6.6,4.03
0.92,Premium,H,SI1,59.0,59.0,3709,6.36,6.31,3.74
0.4,Ideal,F,VVS1,60.7,56.0,1323,4.79,4.77,2.9
1.21,Premium,J,VS1,59.5,60.0,5556,6.99,6.9,4.13
0.57,Very Good,E,VS1,62.9,57.0,1883,5.27,5.29,3.32
0.7,Premium,E,VS1,58.4,59.0,2854,5.91,5.83,3.43
0.43,Premium,G,VVS1,62.2,58.0,1207,4.78,4.83,2.99
0.9,Very Good,D,VS2,63.0,62.0,4668,6.06,6.13,3.84
0.34,Premium,D,VS2,59.3,59.0,881,4.59,4.55,2.71
0.7,Very Good,H,SI2,63.3,56.0,1890,5.64,5.68,3.58
0.52,Very Good,F,SI1,61.9,58.0,1298,5.1,5.15,3.17
0.44,Ideal,G,VVS1,61.8,55.0,1235,4.86,4.91,3.02
0.71,Good,H,SI1,63.5,57.0,2096,5.64,5.67,3.59
0.52,Very Good,E,SI2,62.6,58.0,1190,5.11,5.14,3.21
1.28,Ideal,F,VS1,61.5,55.0,12061,6.98,7.01,4.3
1.51,Ideal,H,VS2,61.9,59.0,11696,7.29,7.34,4.53
0.4,Very Good,E,SI1,63.5,58.0,882,4.67,4.65,2.96
0.9,Very Good,G,VS1,61.5,56.0,5148,6.2,6.23,3.82
0.3,Premium,G,VS1,61.8,59.0,776,4.37,4.34,2.69
0.34,Ideal,D,VS2,62.5,57.0,805,4.4,4.47,2.77
0.51,Ideal,D,VS1,61.7,54.0,1752,5.12,5.15,3.17
1.29,Very Good,G,VS2,58.7,58.0,8684,7.11,7.27,4.22
1.08,Premium,H,VS1,62.5,60.0,5111,6.55,6.51,4.08
1.01,Premium,F,VVS1,62.5,58.0,7882,6.41,6.35,3.99
0.36,Very Good,E,VS1,60.6,58.0,894,4.61,4.63,2.8
0.9,Very Good,I,VS2,63.1,57.0,3473,6.12,6.09,3.85
0.5,Premium,D,SI1,62.3,58.0,1610,5.08,5.07,3.16
0.32,Premium,E,SI1,60.2,60.0,720,4.44,4.39,2.66
0.36,Ideal,D,SI2,62.0,56.0,689,4.6,4.56,2.84
1.01,Very Good,G,VS2,62.4,58.0,5696,6.37,6.41,3.99
1.0,Good,D,VS2,65.7,55.0,6163,6.17,6.22,4.07
0.7,Very Good,F,VVS2,58.5,60.0,3028,5.82,5.94,3.44
0.31,Ideal,D,VS1,61.6,55.0,766,4.37,4.4,2.7
1.02,Premium,H,VS1,58.5,57.0,5569,6.65,6.61,3.88
1.02,Very Good,F,SI1,62.8,55.0,5301,6.4,6.43,4.03
0.5,Ideal,F,SI1,62.0,55.0,1304,5.08,5.12,3.16
0.36,Premium,D,VS2,61.8,58.0,852,4.55,4.58,2.82
1.25,Very Good,I,SI2,61.0,60.0,4950,6.93,6.98,4.24
0.85,Ideal,D,VS2,61.9,55.0,3821,6.07,6.14,3.78
0.38,Ideal,G,VVS1,61.6,57.0,1140,4.73,4.65,2.89
0.52,Ideal,E,VVS2,61.8,56.0,2301,5.16,5.19,3.2
1.0,Very Good,E,SI1,62.1,57.0,4864,6.35,6.4,3.96
1.05,Very Good,E,SI2,61.7,59.0,4010,6.52,6.58,4.04
0.61,Very Good,G,SI1,59.7,63.0,1548,5.5,5.43,3.26
0.55,Premium,F,VS2,59.0,58.0,1931,5.38,5.33,3.16
1.05,Ideal,E,VS1,62.1,56.0,9160,6.57,6.48,4.05
0.31,Premium,E,VS2,61.6,59.0,872,4.35,4.32,2.67
0.7,Ideal,H,SI1,60.6,57.0,1919,5.73,5.78,3.49
0.51,Ideal,D,VS1,62.5,57.0,1779,5.08,5.13,3.19
0.42,Ideal,H,VS1,61.2,57.0,1048,4.87,4.8,2.96
1.73,Ideal,E,SI1,61.9,57.0,15842,7.74,7.66,4.77
0.6,Ideal,E,VVS1,62.5,53.7,3082,5.35,5.43,3.38
0.38,Premium,D,VS2,61.5,62.0,1117,4.63,4.6,2.84
0.51,Ideal,E,VS2,61.5,57.0,1656,5.09,5.12,3.14
1.01,Very Good,F,SI1,60.6,60.0,5743,6.37,6.43,3.88
2.28,Premium,J,VS1,60.3,58.0,16174,8.58,8.53,5.16
1.0,Premium,J,SI1,61.9,62.0,3528,6.36,6.33,3.93
