MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,TotalSF,SalePrice
20,11988,6,6,1957,1957,777,0,467,1244,1244,0,0,1244,0,0,1,1,3,1,6,2,1,336,0,40,0,0,0,0,0,5,2007,2488,150000
50,5000,6,7,1947,1950,399,0,605,1004,1004,660,0,1664,0,0,2,0,3,1,7,2,2,420,0,24,36,0,0,0,0,10,2006,2668,159000
60,40094,10,5,2007,2008,2260,0,878,3138,3138,1538,0,4676,1,0,3,1,3,1,11,1,3,884,208,406,0,0,0,0,0,10,2007,7814,184750
60,11787,7,5,1996,1997,719,0,660,1379,1383,1015,0,2398,1,0,2,1,3,1,8,1,3,834,239,60,0,0,0,0,0,8,2007,3777,315750
20,7500,7,5,2005,2005,0,0,1257,1257,1266,0,0,1266,0,0,2,0,3,1,6,1,2,453,38,144,0,0,0,0,0,4,2006,2523,176000
20,13300,5,7,1956,2000,377,0,551,928,928,0,0,928,0,0,1,0,2,1,4,0,1,252,261,0,156,0,0,0,0,6,2007,1856,132000
60,14948,9,5,2008,2008,1330,0,122,1452,1476,1237,0,2713,1,0,2,1,3,1,11,1,3,858,126,66,0,0,0,0,0,11,2008,4165,446261
30,9098,4,7,1920,2002,348,0,180,528,605,0,0,605,1,0,1,0,2,1,5,0,0,0,0,0,144,0,0,0,0,7,2007,1133,86000
20,32668,6,3,1957,1975,1219,0,816,2035,2515,0,0,2515,1,0,3,0,4,2,9,2,2,484,0,0,200,0,0,0,0,3,2007,4550,200624
80,10200,6,5,1988,1989,783,0,678,1461,1509,0,0,1509,1,0,2,0,3,1,5,1,2,600,224,0,0,0,0,0,0,8,2008,2970,175000
70,6155,6,8,1920,1999,0,0,611,611,751,611,0,1362,0,0,2,0,3,1,6,0,2,502,0,0,84,0,0,0,0,6,2008,1973,128000
20,7200,5,7,1955,2007,0,0,0,0,827,0,0,827,0,0,1,0,2,1,5,1,1,392,0,0,0,0,0,0,0,4,2010,827,107500
20,5000,1,3,1946,1950,0,0,0,0,334,0,0,334,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2007,334,39300
60,9056,8,5,2004,2004,0,0,707,707,707,707,0,1414,0,0,2,1,3,1,6,1,2,403,100,35,0,0,0,0,0,10,2006,2121,178000
190,7000,5,7,1910,1991,969,0,148,1117,820,527,0,1347,1,0,1,0,3,1,5,0,0,0,85,0,148,0,0,0,0,1,2008,2464,107500
60,8924,7,5,1998,1999,0,0,880,880,880,844,0,1724,0,0,2,1,3,1,8,0,2,527,120,155,0,0,0,0,0,7,2008,2604,188000
20,12735,4,5,1972,1972,600,0,264,864,864,0,0,864,0,0,1,0,3,1,5,0,2,576,216,0,0,0,0,0,0,4,2008,1728,111250
20,11553,5,5,1968,1968,673,0,378,1051,1159,0,0,1159,0,0,1,1,3,1,7,1,1,336,466,0,0,0,0,0,0,7,2006,2210,158000
20,11423,8,5,2001,2002,1358,0,223,1581,1601,0,0,1601,1,0,2,0,3,1,6,1,2,670,180,0,0,0,0,0,2000,5,2010,3182,272000
20,14601,9,5,2006,2006,1260,0,578,1838,1838,0,0,1838,1,0,2,0,2,1,8,1,3,765,270,68,0,0,0,0,0,3,2009,3676,315000
60,11000,8,5,2000,2000,0,0,969,969,997,1288,0,2285,0,0,2,1,4,1,8,1,3,648,0,56,0,0,0,0,0,6,2007,3254,248000
20,10140,7,5,1998,1999,144,1127,379,1650,1680,0,0,1680,1,0,2,0,3,1,7,1,2,583,78,73,0,0,0,0,0,6,2009,3330,213250
120,4058,7,5,1998,1998,584,139,0,723,767,0,0,767,1,0,1,0,1,1,4,0,1,367,120,40,0,0,0,0,0,6,2007,1490,133000
60,17104,7,5,2006,2006,554,0,100,654,664,832,0,1496,1,0,2,1,3,1,7,1,2,426,100,24,0,0,0,0,0,9,2006,2150,179665
50,13837,7,5,1988,1988,1002,202,0,1204,1377,806,0,2183,0,0,2,1,4,1,9,0,3,786,0,0,0,0,0,0,0,2,2006,3387,229000
50,8737,6,7,1923,1950,300,0,765,1065,915,720,0,1635,0,0,1,1,3,1,6,1,2,440,0,38,0,144,0,0,0,5,2007,2700,210000
85,7244,5,7,1970,1970,619,0,149,768,768,0,0,768,1,0,1,0,2,1,5,0,2,624,104,0,0,0,0,0,0,4,2007,1536,129500
20,8235,5,7,1955,1995,180,645,0,825,825,0,0,825,1,0,1,0,2,1,4,0,2,720,140,50,0,0,0,0,0,6,2008,1650,125000
60,9375,7,5,2003,2004,0,0,912,912,912,1182,0,2094,0,0,2,1,4,1,8,1,2,615,182,182,0,0,0,0,0,11,2009,3006,263000
120,4043,6,6,1977,1977,559,0,510,1069,1069,0,0,1069,0,0,2,0,2,1,4,0,2,440,0,55,0,0,200,0,0,10,2008,2138,140000
20,6000,5,6,1957,1957,308,0,620,928,928,0,0,928,0,0,1,0,3,1,5,0,1,288,0,0,0,0,0,0,0,6,2008,1856,112500
20,11146,8,5,2006,2006,0,0,1709,1709,1717,0,0,1717,0,0,2,0,3,1,7,1,3,908,169,39,0,0,0,0,0,7,2009,3426,255500
20,8777,4,5,1949,2003,0,0,0,0,1126,0,0,1126,0,0,2,0,2,1,5,0,2,520,0,96,0,0,0,0,0,5,2009,1126,108000
60,10625,7,5,2003,2004,866,0,132,998,1006,1040,0,2046,1,0,2,1,3,1,8,1,3,871,320,62,0,0,0,0,0,8,2008,3044,284000
45,6380,5,6,1922,1950,0,0,993,993,1048,0,0,1048,0,0,1,0,2,1,5,1,1,280,0,0,116,0,0,0,0,8,2006,2041,113000
20,14850,5,5,1957,1957,895,0,197,1092,1092,0,0,1092,1,0,1,0,2,1,6,1,1,299,268,0,0,0,122,0,0,5,2006,2184,141000
50,11040,4,6,1920,1950,637,0,0,637,897,439,0,1336,0,0,1,1,3,1,7,0,1,570,0,47,120,0,0,0,0,9,2006,1973,108000
60,21872,7,5,1996,1997,604,0,125,729,729,717,0,1446,0,1,2,1,3,1,6,1,2,406,264,22,0,0,0,0,0,8,2008,2175,175000
120,3196,7,5,2003,2004,0,0,1374,1374,1557,0,0,1557,0,0,2,0,2,1,7,1,2,420,143,20,0,0,0,0,0,10,2006,2931,234000
20,11341,5,6,1957,1996,1302,0,90,1392,1392,0,0,1392,1,0,1,1,3,1,5,1,2,528,0,0,0,0,95,0,0,5,2010,2784,121500
20,10010,5,5,1974,1975,1071,123,195,1389,1389,0,0,1389,1,0,1,0,2,1,6,1,2,418,240,38,0,0,0,0,0,4,2006,2778,170000
30,13907,5,6,1940,1969,290,0,706,996,996,0,0,996,1,0,1,0,3,1,6,1,0,0,144,0,0,0,0,0,0,7,2008,1992,108000
50,21780,6,7,1918,1950,0,0,1163,1163,1163,511,0,1674,0,0,2,0,4,1,8,1,2,396,72,36,0,0,144,0,0,7,2008,2837,185000
60,13346,7,5,1992,2000,728,0,367,1095,1166,1129,0,2295,1,0,2,1,4,1,9,1,2,590,0,40,0,0,0,0,0,7,2006,3390,268000
70,6858,6,4,1915,1950,0,0,806,806,841,806,0,1647,1,0,1,1,4,1,6,0,1,216,0,66,136,0,0,0,0,5,2010,2453,128000
60,11198,9,5,2005,2007,0,0,1122,1122,1134,1370,0,2504,0,0,2,1,4,1,11,1,3,656,144,39,0,0,0,0,0,6,2008,3626,325000
20,10171,7,5,2004,2004,2,0,1515,1517,1535,0,0,1535,0,0,2,0,3,1,7,0,2,532,0,0,0,0,0,0,0,3,2010,3052,214000
50,12327,8,8,1983,2009,1441,0,55,1496,1496,636,0,2132,1,0,1,1,1,1,5,1,2,612,349,40,0,0,0,0,0,9,2009,3628,316600
90,7032,5,5,1979,1979,943,0,0,943,943,0,0,943,1,0,1,0,2,1,4,2,2,600,42,0,0,0,0,0,0,12,2006,1886,135960
90,13101,5,5,1965,1965,231,0,1497,1728,1728,0,0,1728,0,0,2,0,6,2,10,0,2,576,0,0,0,0,0,0,0,11,2008,3456,142600
20,7332,6,6,1959,1959,414,0,450,864,864,0,0,864,1,0,1,0,2,1,4,0,1,288,168,0,0,0,0,0,0,10,2006,1728,120000
60,13159,7,5,2009,2009,0,0,846,846,846,846,0,1692,0,0,2,1,3,1,6,0,2,650,208,114,0,0,0,0,0,7,2009,2538,224500
80,9967,7,5,2000,2000,0,0,384,384,774,656,0,1430,0,0,2,1,3,1,8,1,2,400,100,0,0,0,0,0,0,12,2007,1814,170000
80,10500,5,7,1971,2005,349,0,23,372,576,533,0,1109,0,1,1,0,3,1,5,0,1,288,35,0,0,0,0,0,0,12,2007,1481,139000
50,8480,5,5,1947,1950,442,0,390,832,832,384,0,1216,0,0,1,0,2,1,6,0,1,336,158,0,102,0,0,0,0,10,2008,2048,118500
50,6292,7,7,1928,1950,0,0,861,861,877,600,0,1477,0,1,2,0,3,1,6,1,1,216,0,50,0,0,0,0,0,8,2009,2338,145000
80,11777,5,6,1966,1966,328,551,285,1164,1320,0,0,1320,1,0,1,0,3,1,6,2,2,564,160,68,240,0,0,0,0,5,2006,2484,164500
160,3604,7,5,2007,2007,0,0,689,689,703,689,0,1392,0,0,2,0,2,1,5,0,2,540,0,102,0,0,0,0,0,2,2008,2081,146000
50,12150,5,5,1954,1954,0,0,1050,1050,1050,745,0,1795,0,0,2,0,4,1,7,0,1,352,0,0,0,0,0,0,0,11,2008,2845,131500
20,14585,6,6,1960,1987,594,219,331,1144,1429,0,0,1429,0,1,1,0,3,1,7,2,2,572,216,110,0,0,0,0,0,6,2007,2573,181900
20,12704,8,5,2008,2009,0,0,2042,2042,2042,0,0,2042,0,0,2,1,3,1,8,1,3,1390,0,90,0,0,0,0,0,8,2009,4084,253293
90,11841,6,5,1990,1990,816,0,0,816,816,0,0,816,1,0,1,0,3,1,5,0,0,0,0,32,0,0,0,0,0,5,2007,1632,118500
75,13500,10,9,1893,2000,0,0,1237,1237,1521,1254,0,2775,0,0,3,1,3,1,9,1,2,880,105,502,0,0,0,0,0,7,2008,4012,325000
50,6120,4,7,1935,1995,0,0,884,884,989,584,0,1573,0,0,1,0,3,1,6,0,1,240,0,0,54,0,120,0,0,7,2009,2457,133000
20,11443,8,5,2005,2006,1460,0,408,1868,2028,0,0,2028,1,0,2,0,2,1,7,2,3,880,326,66,0,0,0,0,0,3,2006,3896,369900
30,10267,6,7,1918,2000,210,606,0,816,838,0,0,838,1,0,1,0,2,1,5,0,1,275,0,0,112,0,0,0,0,5,2008,1654,130000
85,8740,5,6,1982,1982,672,0,168,840,860,0,0,860,1,0,1,0,2,1,4,0,2,528,0,0,0,0,0,0,0,7,2009,1700,137000
20,25095,5,8,1968,2003,1324,0,113,1437,1473,0,0,1473,2,0,1,0,1,1,5,2,1,452,0,48,0,0,60,0,0,6,2009,2910,143000
40,9100,5,6,1930,1960,0,0,742,742,779,0,156,935,0,0,1,0,2,1,4,0,1,308,0,0,0,0,0,0,600,8,2008,1521,79500
60,8320,7,5,2004,2004,490,0,280,770,770,812,0,1582,0,0,2,1,3,1,6,0,2,520,0,45,0,0,0,0,0,9,2008,2352,185900
60,13478,10,5,2008,2008,1338,0,384,1722,1728,568,0,2296,1,0,2,1,3,1,10,1,3,842,382,274,0,0,0,0,0,6,2009,4018,451950
20,6600,5,8,1982,2003,816,0,0,816,816,0,0,816,1,0,1,0,2,1,4,0,2,816,0,0,0,0,0,0,0,6,2008,1632,138000
120,4435,6,5,2003,2003,685,0,163,848,848,0,0,848,1,0,1,0,1,1,4,0,2,420,140,0,0,0,0,0,0,5,2009,1696,140000
20,7990,5,6,1975,1975,0,0,924,924,924,0,0,924,0,0,1,0,3,1,5,0,1,280,0,0,0,0,0,0,0,4,2008,1848,110000
20,11302,8,5,2005,2006,1422,0,392,1814,1826,0,0,1826,1,0,2,0,3,1,7,1,3,758,180,75,0,0,120,0,0,8,2006,3640,319000
70,3600,6,7,1910,1993,0,0,684,684,684,684,0,1368,0,0,1,0,3,1,7,0,1,216,0,158,0,0,0,0,0,10,2006,2052,114504
120,3922,7,5,2006,2007,0,0,1258,1258,1402,0,0,1402,0,2,0,2,2,1,7,1,3,648,120,16,0,0,0,0,0,2,2007,2660,194201
20,12984,5,6,1977,1977,1283,147,0,1430,1647,0,0,1647,1,0,2,0,3,1,7,1,2,621,0,0,0,0,0,0,0,3,2006,3077,217500
160,1950,6,6,1980,1980,81,612,23,716,716,840,0,1556,1,0,2,1,3,1,6,1,2,452,161,0,0,0,0,0,0,7,2008,2272,151000
60,10927,8,5,2005,2005,546,0,512,1058,1058,846,0,1904,1,0,2,1,3,1,8,1,2,736,179,60,0,0,0,0,0,6,2006,2962,275000
50,9000,6,6,1937,1950,0,0,780,780,780,595,0,1375,0,0,1,1,3,1,6,1,1,544,0,162,0,0,126,0,0,12,2007,2155,141000
60,10041,8,5,1992,1992,789,0,119,908,927,988,0,1915,1,0,2,1,3,1,8,1,2,506,120,150,0,0,0,0,0,2,2006,2823,220000
160,3182,7,5,2004,2005,0,0,600,600,600,600,0,1200,0,0,2,1,2,1,4,0,2,480,0,172,0,0,0,0,0,6,2010,1800,151000
20,12803,7,5,2002,2002,922,0,572,1494,1494,0,0,1494,1,0,2,0,3,1,6,1,2,530,192,36,0,0,0,0,0,9,2008,2988,221000
60,13600,7,6,1965,1990,454,0,314,768,1186,800,0,1986,0,0,2,1,3,1,7,3,2,486,0,42,0,0,189,0,0,10,2009,2754,205000
20,12464,5,5,1996,1996,732,0,308,1040,1040,0,0,1040,1,0,1,0,3,1,6,0,2,576,168,0,0,0,0,0,0,11,2009,2080,152000
20,7800,5,8,1948,2002,603,0,293,896,1112,896,0,2008,1,0,3,0,3,1,8,0,1,230,103,0,0,0,0,0,0,8,2006,2904,225000
70,12168,8,6,1934,1998,428,0,537,965,1940,1254,0,3194,0,0,2,1,4,1,10,2,2,380,0,0,0,0,0,0,0,9,2007,4159,359100
20,7943,4,5,1961,1961,903,0,126,1029,1029,0,0,1029,1,0,1,0,3,1,5,0,1,261,64,0,39,0,0,0,0,4,2007,2058,118500
60,11050,9,5,2000,2000,904,0,536,1440,1476,677,0,2153,1,0,2,1,3,1,8,2,3,736,253,142,0,0,0,0,0,5,2009,3593,313000
80,10395,6,6,1978,1978,605,0,427,1032,1032,0,0,1032,0,1,2,0,3,1,6,1,2,564,0,0,0,0,0,0,500,7,2007,2064,148000
60,11885,8,5,2001,2001,990,0,309,1299,1299,573,0,1872,1,0,2,1,3,1,7,1,2,531,160,122,0,0,0,0,0,11,2009,3171,261500
20,8402,5,5,2007,2007,206,0,914,1120,1120,0,0,1120,0,0,1,0,3,1,6,0,0,0,0,30,0,0,0,0,0,12,2007,2240,147000
180,1491,4,6,1972,1972,150,480,0,630,630,0,0,630,1,0,1,0,1,1,3,0,0,0,96,24,0,0,0,0,0,5,2010,1260,75500
85,8800,6,7,1963,1963,763,0,173,936,1054,0,0,1054,1,0,1,0,3,1,6,0,2,480,120,0,0,0,0,0,0,5,2010,1990,137500
60,7861,6,5,2002,2003,457,0,326,783,807,702,0,1509,1,0,2,1,3,1,7,1,2,393,100,75,0,0,0,0,0,6,2006,2292,183200
45,7227,6,6,1954,1954,0,0,832,832,832,0,0,832,0,0,1,0,2,1,4,0,2,528,0,0,0,0,0,0,0,6,2008,1664,105500
20,11694,9,5,2007,2007,48,0,1774,1822,1828,0,0,1828,0,0,2,0,3,1,9,1,3,774,0,108,0,0,260,0,0,7,2007,3650,314813
60,12244,8,5,2003,2003,871,0,611,1482,1482,780,0,2262,1,0,2,1,4,1,10,2,3,749,168,0,0,0,0,0,0,8,2008,3744,305000
30,8248,3,3,1914,1950,41,0,823,864,864,0,0,864,1,0,1,0,2,1,5,0,0,0,0,0,100,0,0,0,0,9,2008,1728,67000
60,10800,6,7,1974,1997,956,182,384,1522,1548,1066,0,2614,0,0,2,1,4,1,9,1,2,624,38,243,0,0,0,0,0,6,2008,4136,240000
20,7064,5,6,1977,1977,560,0,420,980,980,0,0,980,0,0,1,0,3,1,6,0,2,484,192,0,0,0,0,0,0,7,2009,1960,135000
160,2117,6,5,2000,2000,420,0,336,756,756,756,0,1512,0,0,2,1,2,1,4,1,2,440,0,32,0,0,0,0,0,6,2007,2268,168500
60,10400,6,5,1972,1972,247,0,485,732,1012,778,0,1790,1,0,1,2,4,1,8,1,2,484,148,0,0,0,147,0,0,11,2006,2522,165150
20,10000,6,6,1962,1962,0,0,1116,1116,1116,0,0,1116,0,0,1,1,3,1,5,0,2,440,0,0,0,0,385,0,0,2,2010,2232,160000
20,12342,5,5,1960,1978,0,0,978,978,1422,0,0,1422,0,0,1,0,3,1,6,1,1,286,0,0,36,0,0,0,600,8,2007,2400,139900
80,9600,6,6,1955,1972,674,132,350,1156,1520,0,0,1520,1,0,1,0,3,1,7,2,1,364,0,0,189,0,0,0,0,3,2010,2676,153000
60,11606,5,5,1969,1969,650,0,390,1040,1040,1040,0,2080,0,1,1,2,5,1,9,2,2,504,335,0,0,0,0,0,0,9,2007,3120,135000
80,9020,6,5,1964,1964,624,336,288,1248,1350,0,0,1350,1,0,1,1,3,1,6,0,2,520,176,0,0,0,0,0,0,6,2008,2598,168500
70,9000,5,6,1880,1991,0,0,636,636,1089,661,0,1750,0,0,1,0,3,1,8,0,1,240,0,0,293,0,0,0,0,6,2006,2386,124000
120,4590,8,5,2006,2006,24,0,1530,1554,1554,0,0,1554,0,0,2,0,2,1,6,1,2,627,156,73,0,0,0,0,0,8,2007,3108,209500
20,11900,7,5,1977,1977,822,0,564,1386,1411,0,0,1411,0,0,2,0,3,1,6,1,2,544,192,0,0,0,0,0,0,4,2009,2797,82500
20,9250,5,7,1954,2005,480,468,108,1056,1056,0,0,1056,0,1,1,0,3,1,6,0,1,260,390,0,0,0,0,0,0,7,2007,2112,139400
90,6979,6,5,1980,1980,1056,0,0,1056,1056,0,0,1056,2,0,0,0,0,2,4,0,2,576,264,56,0,0,0,0,600,6,2010,2112,144000
190,10896,6,7,1914,1995,256,0,1184,1440,1440,1440,515,3395,0,0,2,0,8,2,14,0,0,0,0,110,0,0,0,0,0,3,2007,4320,200000
30,6120,2,3,1936,1950,0,0,264,264,800,0,0,800,0,0,1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,1,2009,1064,60000
190,6000,5,4,1954,1954,0,0,811,811,811,576,0,1387,0,0,2,0,3,2,7,0,1,256,0,0,0,0,0,0,0,11,2009,2198,93000
30,8777,5,7,1910,1950,0,0,796,796,796,0,0,796,0,0,1,0,2,1,4,0,0,0,328,0,164,0,0,0,0,5,2008,1592,85000
120,3982,8,5,2006,2006,1154,0,366,1520,1567,0,0,1567,1,0,2,0,1,1,7,1,3,648,312,0,0,0,0,0,0,10,2006,3087,264561
120,12677,8,5,2003,2004,1218,0,300,1518,1518,0,0,1518,0,0,1,1,1,1,6,1,2,588,185,140,0,0,0,0,0,4,2008,3036,274000
60,7050,7,5,2001,2001,738,0,319,1057,1057,872,0,1929,1,0,2,1,3,1,7,1,2,650,0,235,0,0,0,0,0,5,2007,2986,226000
80,13860,8,7,1972,1995,1410,0,542,1952,2000,704,0,2704,1,0,2,1,4,1,9,3,2,538,269,111,0,0,0,0,0,7,2009,4656,345000
60,10793,5,5,1969,1969,493,287,0,780,780,840,0,1620,0,0,2,1,4,1,7,0,2,462,208,0,0,0,0,0,0,4,2007,2400,152000
20,9187,9,5,2009,2009,1121,0,645,1766,1766,0,0,1766,1,0,2,1,2,1,7,1,3,478,195,130,0,0,0,0,0,10,2009,3532,370878
20,10530,6,5,1971,1971,282,35,664,981,981,0,0,981,1,0,1,1,3,1,5,0,2,576,0,312,40,0,0,0,0,3,2007,1962,143250
20,7200,5,5,1950,1950,0,0,0,0,1048,0,0,1048,0,0,1,0,3,1,7,0,2,420,0,27,0,0,0,0,0,7,2008,1048,98300
20,10452,6,5,1953,1953,500,0,594,1094,1094,0,0,1094,0,0,1,0,3,1,5,2,2,495,0,0,0,0,287,0,0,6,2008,2188,155000
60,7700,6,5,1966,1966,0,0,756,756,1051,788,0,1839,0,0,1,1,4,1,7,1,2,442,0,124,216,0,0,0,0,6,2010,2595,155000
180,1936,4,6,1970,1970,131,499,0,630,630,0,0,630,1,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,12,2007,1260,84500
60,8125,7,6,2007,2007,0,0,813,813,822,843,0,1665,0,0,2,1,3,1,7,0,2,562,0,0,0,0,0,0,0,5,2008,2478,205950
70,9084,4,5,1940,1950,0,0,755,755,755,755,0,1510,1,0,1,0,4,1,7,1,1,296,120,0,0,0,0,0,0,10,2009,2265,108000
60,8750,7,5,1996,1996,0,0,880,880,909,807,0,1716,0,0,2,1,2,1,7,1,2,512,0,120,0,0,0,0,0,7,2009,2596,191000
50,10320,6,7,1906,1995,0,0,756,756,756,713,0,1469,0,0,1,0,3,1,7,0,1,216,57,0,239,0,0,0,0,6,2008,2225,135000
20,10437,8,6,1995,1995,1696,0,413,2109,2113,0,0,2113,1,0,2,1,2,1,7,1,3,839,236,46,0,0,0,0,0,8,2008,4222,350000
160,1680,6,5,1971,1971,0,0,525,525,525,567,0,1092,0,0,1,1,3,1,6,0,1,264,0,0,0,0,0,0,0,3,2010,1617,88000
20,10007,5,7,1959,2006,806,0,247,1053,1053,0,0,1053,1,0,1,1,3,1,5,0,1,312,0,0,0,0,0,0,0,8,2008,2106,145500
70,7200,7,6,1931,2000,0,0,776,776,851,651,0,1502,0,0,1,1,3,1,6,1,1,270,0,0,112,0,0,0,0,2,2008,2278,149000
50,17503,6,5,1948,1950,0,0,912,912,912,546,0,1458,0,1,1,0,3,1,6,1,1,330,192,0,0,0,0,0,0,1,2010,2370,97500
20,9937,5,7,1964,1999,637,0,849,1486,1486,0,0,1486,1,0,1,0,3,1,7,0,2,480,0,0,0,0,0,0,0,3,2009,2972,167000
60,12384,7,7,1976,1976,0,0,793,793,1142,793,0,1935,0,0,2,1,3,1,7,1,2,550,0,113,252,0,0,0,0,11,2007,2728,197900
60,46589,8,7,1994,2005,1361,180,88,1629,1686,762,0,2448,1,0,2,1,4,1,8,1,3,711,517,76,0,0,0,0,0,7,2009,4077,402000
20,13560,6,3,1968,1968,0,0,1392,1392,1392,0,0,1392,1,0,1,0,2,1,5,2,2,576,0,0,240,0,0,0,0,7,2009,2784,110000
85,10012,4,5,1972,1972,920,180,38,1138,1181,0,0,1181,1,0,2,0,3,1,6,0,2,588,0,0,180,0,0,0,0,4,2008,2319,137500
20,20896,8,5,2005,2006,1721,0,356,2077,2097,0,0,2097,1,0,1,1,1,1,8,1,3,1134,192,267,0,0,0,0,0,1,2006,4174,423000
60,11194,8,5,2000,2000,0,0,1406,1406,1454,482,0,1936,0,0,2,1,3,1,7,1,2,504,188,124,0,0,0,0,0,11,2006,3342,230500
60,18450,6,5,1965,1979,187,723,111,1021,1465,915,0,2380,0,0,2,1,3,1,7,1,2,596,0,265,0,0,0,0,0,8,2007,3401,129000
20,8125,6,5,1994,1998,1138,0,270,1408,1679,0,0,1679,1,0,2,0,3,1,7,1,2,575,224,42,0,0,0,0,0,10,2008,3087,193500
20,14175,5,6,1956,1987,988,0,200,1188,1437,0,0,1437,1,0,1,1,3,1,6,1,2,576,304,0,0,0,0,0,0,11,2006,2625,168000
30,11600,4,5,1922,1950,0,0,700,700,1180,0,0,1180,0,0,1,0,2,1,5,1,1,252,0,0,67,0,0,0,0,7,2006,1880,137500
60,8633,6,5,2005,2005,193,0,545,738,738,738,0,1476,1,0,2,1,3,1,7,0,2,540,100,35,0,0,0,0,0,2,2009,2214,173500
70,6629,6,6,1925,1950,551,0,121,672,697,672,0,1369,1,0,2,0,3,1,6,0,1,300,147,0,0,0,0,0,0,7,2009,2041,103600
20,11250,6,6,1977,1977,767,0,441,1208,1208,0,0,1208,1,0,1,1,3,1,6,1,2,546,198,42,0,0,0,0,0,6,2006,2416,165000
20,14442,6,7,1957,2004,1186,0,291,1477,1839,0,0,1839,1,0,2,0,3,1,7,2,2,416,0,87,0,0,200,0,0,6,2007,3316,257500
20,9200,6,6,1965,1965,892,0,244,1136,1136,0,0,1136,1,0,1,0,3,1,5,1,1,384,426,0,0,0,0,0,0,7,2008,2272,140000
160,2289,6,6,1978,1978,311,0,544,855,855,586,0,1441,0,0,2,1,3,1,7,1,2,440,28,0,0,0,0,0,0,4,2009,2296,148500
70,9600,4,2,1900,1950,0,0,1095,1095,1095,679,0,1774,1,0,2,0,4,2,8,0,3,779,0,0,90,0,0,0,0,5,2006,2869,87000
30,9022,5,8,1924,2006,0,0,768,768,792,0,0,792,0,0,1,0,2,1,5,0,1,240,316,0,120,0,0,0,0,5,2009,1560,109500
20,11844,8,5,2008,2008,0,0,2046,2046,2046,0,0,2046,0,0,2,1,3,1,7,1,3,834,322,82,0,0,0,0,0,7,2009,4092,372500
20,9945,5,5,1961,1961,827,0,161,988,988,0,0,988,1,0,1,0,3,1,5,0,2,572,0,0,0,0,0,0,0,10,2007,1976,128500
120,8012,6,5,1980,1980,543,119,261,923,923,0,0,923,0,0,2,0,2,1,5,1,1,264,80,0,0,0,0,0,0,5,2010,1846,143000
50,4500,5,5,1932,2000,182,0,611,793,848,672,0,1520,0,0,1,0,3,1,6,0,1,281,0,0,56,0,0,0,0,7,2009,2313,159434
120,2887,6,5,1996,1997,1003,0,288,1291,1291,0,0,1291,1,0,1,0,2,1,6,1,2,431,307,0,0,0,0,0,0,11,2008,2582,173000
20,11248,9,5,2002,2002,1059,0,567,1626,1668,0,0,1668,1,0,2,0,3,1,7,1,3,702,257,45,0,0,0,0,0,7,2007,3294,285000
60,16770,7,5,1998,1998,0,0,1195,1195,1195,644,0,1839,0,0,2,1,4,1,7,0,2,486,0,81,0,0,0,0,0,6,2010,3034,221000
160,5062,7,5,1984,1984,828,182,180,1190,1190,900,0,2090,1,0,2,0,3,1,6,1,2,577,219,0,0,0,0,0,0,9,2007,3280,207500
60,10207,7,6,2007,2007,0,0,874,874,874,887,0,1761,0,0,3,0,3,1,7,0,2,578,144,105,0,0,0,0,0,8,2007,2635,227875
160,5105,7,5,2004,2004,239,0,312,551,551,551,0,1102,0,0,2,1,2,1,4,0,2,480,0,60,0,0,0,0,0,3,2007,1653,148800
20,8089,8,6,2007,2007,945,0,474,1419,1419,0,0,1419,1,0,2,0,2,1,7,1,2,567,140,0,0,0,0,0,0,10,2007,2838,392000
120,7577,6,5,2005,2006,20,0,1342,1362,1362,0,0,1362,0,0,2,0,2,1,6,1,2,460,192,28,0,0,0,0,0,6,2007,2724,194700
120,4426,6,5,2004,2004,697,0,151,848,848,0,0,848,1,0,1,0,1,1,3,1,2,420,149,0,0,0,0,0,0,5,2008,1696,141000
60,21535,10,6,1994,1995,1455,0,989,2444,2444,1872,0,4316,0,1,3,1,4,1,10,2,3,832,382,50,0,0,0,0,0,1,2007,6760,755000
60,26178,7,5,1989,1990,965,0,245,1210,1238,1281,0,2519,1,0,2,1,4,1,9,2,2,628,320,27,0,0,0,0,0,4,2006,3729,335000
30,5400,5,6,1921,1968,0,0,1073,1073,1073,0,0,1073,0,0,1,0,2,1,4,0,1,326,0,0,112,0,0,0,0,12,2006,2146,108480
50,6120,5,6,1936,1950,0,0,927,927,1067,472,0,1539,0,0,1,1,3,1,5,0,2,576,112,0,0,0,0,0,0,4,2009,2466,141500
20,13811,6,6,1987,1987,980,40,92,1112,1137,0,0,1137,1,0,2,0,2,1,5,1,2,551,125,0,0,0,0,0,0,7,2006,2249,176000
